,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others,MZZONE_A,MZZONE_C,MZZONE_I,MZZONE_RH,MZZONE_RL,MZZONE_RM,YEAR_BUILD,AGE_BUILD,Actual_price,Predicted_price,YEAR_SALE,YEARS_PASSED,Today_price
6301,3,1217,123,2,1,4,1,1,3,3,4.3,3.9,4.8,4.29,0,1,0,0,0,0,0,0,1,1980,30,11157541.999999981,11389423.0,2010,12,20453767
4499,1,1662,25,2,2,4,3,0,1,1,4.7,2.8,4.8,4.17,0,1,0,0,0,0,0,1,0,1977,32,7877210.000000005,8004477.5,2009,13,15093636
5676,4,1683,26,2,1,4,3,0,1,2,2.3,3.6,2.2,2.86,0,0,1,0,0,1,0,0,0,1978,30,8915658.999999996,8895200.0,2008,14,17611887
6438,7,1781,50,1,1,4,5,0,3,2,4.9,4.9,4.6,4.765,0,0,1,0,0,0,0,1,0,1973,40,14082646.99999999,14245946.0,2013,9,22100137
6953,4,1938,178,3,2,5,5,0,2,2,2.3,4.6,2.1,3.28,1,0,0,0,0,0,0,0,1,1963,44,17562939.000000007,17080990.0,2007,15,35510151
7003,1,1127,129,1,1,3,2,1,2,1,2.6,3.2,3.5,3.14,1,0,0,1,0,0,0,0,0,2005,5,8667079.000000002,8262356.0,2010,12,14838004
6352,2,728,52,1,1,2,4,0,2,2,2.2,2.7,2.2,2.3,1,0,0,0,0,1,0,0,0,1990,20,9467166.000000015,9159185.0,2010,12,16448580
573,1,973,51,1,1,3,1,0,1,2,4.1,2.4,3.9,3.51,0,0,1,0,0,0,0,1,0,2004,6,7326002.000000001,7226072.5,2010,12,12976988
6931,6,1655,199,1,1,4,2,1,1,2,2.8,3.7,3.8,3.425,0,0,1,0,0,0,0,0,1,1994,14,14740945.999999987,14761881.0,2008,14,29227514
1416,6,1830,33,2,1,5,3,0,3,3,3.9,4.6,2.7,3.595,1,0,0,0,0,0,0,0,1,1968,43,21826675.000000034,21957036.0,2011,11,37553982
6876,3,1268,122,2,1,4,5,0,3,1,3.1,3.8,3.5,3.5,0,1,0,0,0,0,1,0,0,1975,36,8327187.0000000065,8192618.0,2011,11,14012157
4694,4,1724,47,2,1,4,3,1,3,2,2.9,2.7,2.0,2.54,1,0,0,0,0,0,0,1,0,1987,24,16285598.999999994,16142279.0,2011,11,27608775
4749,3,773,178,1,1,2,4,1,3,3,3.1,3.0,3.5,3.18,0,0,1,0,0,0,0,1,0,1992,22,9404301.000000015,9256268.0,2014,8,13675723
2228,3,1225,85,2,1,4,3,1,2,3,3.8,4.5,4.7,3.5032537884152344,0,0,1,0,0,0,1,0,0,2000,7,11594510.000000002,11422490.0,2007,15,23746536
2461,1,1254,119,1,1,3,4,0,3,3,2.5,3.2,2.3,2.63,0,1,0,0,1,0,0,0,0,1975,35,6132713.000000005,6183959.5,2010,12,11105502
1746,4,1749,31,2,1,4,3,1,2,3,2.6,2.5,3.5,2.83,1,0,0,0,0,0,1,0,0,1966,43,16281149.999999994,15934327.0,2009,13,30046550
822,3,1258,78,2,1,4,1,0,1,1,4.4,4.9,3.3,3.5032537884152344,0,0,1,0,0,0,1,0,0,1981,29,8481193.000000002,8412887.0,2010,12,15108336
2887,3,1146,92,1,1,3,5,1,3,2,4.3,3.3,3.4,3.63,0,0,1,0,0,0,1,0,0,1986,27,10169876.00000001,10228416.0,2013,9,15867630
2450,5,1781,75,3,2,5,4,0,2,3,5.0,2.5,4.6,4.09,1,0,0,0,0,0,0,0,1,1991,17,16699036.999999993,17011510.0,2008,14,33681626
4352,6,1959,68,2,1,5,5,1,3,3,4.1,2.0,3.8,3.455,0,1,0,0,0,0,1,0,0,1991,18,14874945.999999994,14736281.0,2009,13,27787455
3878,1,1005,150,1,1,3,1,1,3,2,3.2,2.6,4.7,3.62,0,0,1,0,0,0,1,0,0,2001,8,7833916.0,7953252.5,2009,13,14997043
5892,3,1150,195,1,1,3,3,0,3,2,4.9,3.9,3.0,3.93,0,0,1,0,0,0,1,0,0,1992,15,9255824.999999989,9096648.0,2007,15,18911277
5825,3,1137,155,1,1,3,2,1,1,2,3.6,4.8,4.4,4.32,0,0,1,0,0,0,0,1,0,1992,19,10581797.999999993,10687726.0,2011,11,18279638
2150,2,603,181,1,1,2,3,0,3,2,4.0,4.2,3.6,3.84,0,1,0,0,0,1,0,0,0,1971,40,5609100.000000002,5709837.5,2011,11,9765759
3349,6,1703,45,1,1,4,5,1,3,3,4.9,4.6,4.3,4.585,1,0,0,0,0,0,0,0,1,1995,19,22535996.999999974,22272076.0,2014,8,32905999
2444,4,1901,180,3,2,5,3,1,3,3,4.8,2.8,3.7,3.57,1,0,0,0,0,0,0,0,1,1968,36,18504977.000000007,18092018.0,2004,18,43540598
6487,1,721,47,1,1,2,4,1,3,2,3.9,2.8,3.6,3.45,0,0,1,0,0,1,0,0,0,1980,30,6132942.000000003,6180109.5,2010,12,11098588
6661,5,2453,165,4,2,6,2,1,2,2,3.2,2.7,3.4,3.13,0,0,1,0,0,0,0,1,0,2004,6,14684920.0,14488487.0,2010,12,26019241
3779,1,1128,20,1,1,3,4,1,1,2,3.5,4.3,4.0,3.94,0,0,1,1,0,0,0,0,0,1963,48,5723931.999999998,5941194.0,2011,11,10161457
4879,1,1402,89,2,2,4,4,0,1,1,2.4,4.4,2.0,2.84,0,1,0,0,0,0,0,0,1,1994,16,8053173.000000006,8221468.0,2010,12,14764575
4701,1,954,90,1,1,3,2,0,3,3,2.7,4.5,4.0,3.76,1,0,0,0,1,0,0,0,0,1969,40,7639625.999999999,8414235.0,2009,13,15866295
3759,3,1071,60,1,1,3,2,1,1,3,2.9,4.5,2.7,3.48,1,0,0,0,0,0,0,0,1,1992,16,15021495.000000007,14988943.0,2008,14,29677081
4015,2,823,134,1,1,3,4,0,1,3,4.5,4.0,3.3,3.8,0,0,1,0,1,0,0,0,0,2005,5,7504397.000000002,7764556.5,2010,12,13944027
4865,4,1898,102,3,2,5,3,1,3,3,2.7,5.0,2.9,3.8,0,0,1,0,1,0,0,0,0,1953,51,10556797.00000001,10444427.0,2004,18,25135758
1331,6,1574,128,1,1,4,1,0,3,3,2.0,3.4,3.5,2.95,0,1,0,0,0,0,0,0,1,1978,32,12365744.999999998,12143024.0,2010,12,21807126
3388,4,1519,2,2,1,4,1,1,3,2,2.7,2.6,2.3,2.54,1,0,0,0,0,0,1,0,0,1960,45,13611932.000000002,13329738.0,2005,17,30552003
517,3,1239,59,2,1,4,5,1,1,3,3.3,3.4,4.5,3.7,0,0,1,0,0,0,1,0,0,1986,22,11229325.999999981,11097633.0,2008,14,21972554
543,4,1686,78,2,1,4,4,1,3,1,2.3,2.1,5.0,3.02,0,1,0,0,0,0,0,0,1,1978,32,10508727.999999993,10652010.0,2010,12,19129479
4107,2,866,177,1,1,3,2,1,1,2,2.8,4.7,4.6,4.08,0,0,1,1,0,0,0,0,0,1980,29,6960071.999999997,7313378.0,2009,13,13790464
4423,4,1583,47,2,1,4,4,0,3,1,4.9,4.7,3.5,4.39,0,0,1,0,0,0,0,0,1,1990,20,10246582.99999999,10363919.0,2010,12,18612109
5379,1,1649,200,2,2,4,1,1,3,2,3.8,2.2,2.1,2.64,1,0,0,0,0,0,0,1,0,1991,20,13913936.000000006,13172683.0,2011,11,22529758
5218,3,1205,39,2,1,4,4,0,2,1,3.3,4.1,2.4,3.35,0,0,1,0,0,0,0,1,0,1983,26,9419424.999999989,9507474.0,2009,13,17927760
3391,3,734,136,1,1,2,2,0,2,1,2.4,2.4,4.7,3.09,0,0,1,0,0,0,0,1,0,1972,40,6699740.999999999,6652476.5,2012,10,10836183
2718,3,727,97,1,1,2,5,0,2,3,2.4,4.8,3.1,3.57,0,0,1,0,0,0,0,0,1,1979,29,9145746.000000004,9172594.0,2008,14,18161108
250,3,1160,138,1,1,3,5,1,2,1,4.4,3.4,2.7,3.49,0,0,1,0,0,0,1,0,0,1978,30,9823528.0,9848775.0,2008,14,19499900
1135,2,1195,139,1,1,3,1,1,3,3,2.2,2.2,3.8,3.0,0,0,1,0,1,0,0,0,0,2002,5,9997276.999999985,9590160.0,2007,15,19937253
3361,3,1033,49,1,1,3,2,0,3,3,3.9,4.0,4.9,4.24,0,1,0,0,0,0,1,0,0,1992,15,8419477.999999994,8512989.0,2007,15,17697892
2998,2,1132,86,1,1,3,3,0,3,2,3.5,4.2,2.2,2.99,0,1,0,1,0,0,0,0,0,1980,31,6680346.999999998,6451805.5,2011,11,11034776
3167,4,1666,70,2,1,4,4,0,3,1,4.1,3.6,4.6,4.03,0,0,1,1,0,0,0,0,0,1995,15,7665831.999999995,7701091.0,2010,12,13830052
1169,6,1631,137,1,1,4,2,0,3,2,4.8,3.0,4.9,4.39,0,1,0,0,0,0,1,0,0,1970,44,10819530.999999993,10890024.0,2014,8,16089525
6432,2,1104,21,1,1,3,2,0,3,3,3.5,4.9,3.8,3.93,0,1,0,0,0,0,1,0,0,2005,5,9561108.000000011,9046798.0,2010,12,16246749
2098,1,1228,33,1,1,3,5,0,2,2,3.2,3.5,4.8,3.93,1,0,0,0,0,0,0,0,1,1963,48,11643645.000000004,11364598.0,2011,11,19437319
116,5,1694,72,2,1,4,2,0,3,3,4.0,2.0,3.9,3.36,0,0,1,0,0,0,0,1,0,1997,11,10858490.999999983,10921767.0,2008,14,21624351
5408,2,951,180,1,1,3,5,0,1,3,3.3,3.5,3.3,3.34,1,0,0,0,1,0,0,0,0,1999,11,11655176.000000007,11740410.0,2010,12,21084089
3099,1,1122,115,1,1,3,4,1,3,3,2.4,4.0,4.5,3.72,0,1,0,0,0,0,0,1,0,1994,18,9050810.000000013,9056017.0,2012,10,14751297
5962,1,909,125,1,1,3,2,0,3,2,3.5,2.5,2.4,2.76,0,0,1,0,0,0,1,0,0,1983,27,6171924.0,6072933.5,2010,12,10906116
5840,4,1595,7,2,1,4,5,1,2,3,4.7,2.3,4.9,3.68,0,1,0,0,1,0,0,0,0,1998,14,10047903.999999987,9836797.0,2012,10,16023105
3716,7,1924,59,2,1,5,2,1,3,2,2.9,4.8,4.1,3.915,0,0,1,0,0,0,1,0,0,1989,19,15219477.999999976,15001012.0,2008,14,29700977
3004,3,1072,148,1,1,3,5,1,1,1,2.5,3.5,3.6,3.23,1,0,0,0,0,0,1,0,0,1991,17,13006307.999999983,12932347.0,2008,14,25605162
5328,6,1775,101,1,1,4,5,1,1,3,3.4,2.5,3.8,3.335,0,0,1,0,0,0,0,0,1,1979,35,16045718.999999994,15782757.0,2014,8,23318320
1102,3,914,52,1,1,3,5,1,1,1,3.1,2.7,3.8,3.15,1,0,0,0,0,0,0,1,0,2004,9,12526795.00000002,12487093.0,2013,9,19371579
6673,5,1410,19,2,1,4,4,1,3,3,3.0,3.5,2.2,2.83,0,1,0,0,0,0,0,1,0,1984,26,10264534.000000015,10218822.0,2010,12,18351536
1814,6,1980,48,2,1,5,2,0,1,3,3.3,2.2,4.3,3.425,0,0,1,0,0,0,0,1,0,1975,32,15049428.999999985,14869773.0,2007,15,30913190
5368,6,1906,29,2,1,5,1,0,3,3,3.7,4.6,4.3,4.165,0,1,0,0,0,0,0,1,0,1973,38,13303579.999999981,13355875.0,2011,11,22843078
3961,3,1296,112,2,1,4,2,0,2,2,4.9,4.6,3.5,4.36,0,0,1,0,0,0,0,1,0,1978,34,10434003.999999998,10152245.0,2012,10,16536937
134,7,1942,10,2,1,5,2,0,3,3,4.6,3.1,2.9,3.5032537884152344,0,1,0,0,0,0,1,0,0,1977,37,12712993.000000006,12960942.0,2014,8,19149214
3341,4,1784,11,2,1,4,5,1,3,3,4.5,2.9,3.1,3.36,0,1,0,0,0,0,1,0,0,1986,18,11482234.0,11361109.0,2004,18,27341863
4695,2,1143,101,1,1,3,4,0,3,2,3.3,2.3,4.2,3.55,1,0,0,0,0,0,0,0,1,1982,27,14814084.99999999,14302767.0,2009,13,26970000
4500,2,1230,129,2,2,4,1,1,2,3,4.7,4.7,2.9,3.8,0,0,1,0,0,1,0,0,0,2001,9,11139515.99999999,11025855.0,2010,12,19800851
2879,3,810,1,1,1,3,1,0,3,2,3.6,2.5,3.4,3.1,0,1,0,0,0,0,1,0,0,2005,4,7101229.999999998,7083598.0,2009,13,13357180
4387,3,1212,106,2,1,4,2,1,2,2,3.2,3.0,3.9,3.33,0,1,0,0,0,0,1,0,0,1998,13,9917576.999999983,9759725.0,2011,11,16692441
6644,5,2428,48,4,2,6,4,0,2,3,3.2,2.1,4.9,3.55,1,0,0,0,0,0,1,0,0,2003,6,19665447.99999997,19737498.0,2009,13,37217996
3804,5,1344,163,2,1,4,4,1,2,2,4.6,2.7,2.0,2.99,0,1,0,0,0,0,1,0,0,2001,9,9476915.000000006,9777332.0,2010,12,17558683
2742,1,661,159,1,1,2,2,1,2,2,3.4,4.7,3.9,3.99,0,0,1,0,0,1,0,0,0,1960,50,5734992.000000003,5705232.5,2010,12,10245777
4016,5,1389,164,2,1,4,1,0,3,3,4.1,3.5,2.9,3.44,0,0,1,0,0,0,0,0,1,1986,23,10217472.999999985,10417568.0,2009,13,19643878
2689,6,1734,91,1,1,4,2,0,1,2,2.1,4.2,3.1,3.025,0,0,1,0,0,0,1,0,0,1985,22,12537625.999999996,12650226.0,2007,15,26298911
6651,1,1173,143,1,1,3,1,0,1,2,3.9,2.3,3.9,3.42,1,0,0,1,0,0,0,0,0,1992,20,7697073.999999995,7629430.0,2012,10,12427537
3709,1,1199,70,1,1,3,2,0,3,1,3.4,2.8,2.8,2.98,0,0,1,0,0,0,0,0,1,1979,32,7644277.000000005,7972868.0,2011,11,13636309
3273,5,1768,30,2,1,4,4,1,3,2,3.2,5.0,3.4,3.82,1,0,0,0,0,0,1,0,0,1981,30,15549818.000000011,15985163.0,2011,11,27340053
1548,6,1655,157,1,1,4,3,1,3,3,2.0,4.9,4.6,3.765,1,0,0,0,0,0,0,0,1,1989,24,21389507.99999997,21951342.0,2013,9,34053736
3631,7,1970,193,2,1,5,5,1,3,3,4.7,3.7,4.4,4.315,0,0,1,0,0,0,0,1,0,1971,40,16888334.000000022,16392293.0,2011,11,28036383
895,1,1239,166,1,1,3,5,0,1,1,2.1,4.5,3.5,3.38,0,1,0,0,0,1,0,0,0,1970,40,5571983.000000005,5632836.5,2010,12,10115765
5832,4,1640,149,2,1,4,4,1,1,2,2.2,3.3,2.1,2.67,0,1,0,0,0,0,0,0,1,1970,37,10769500.999999983,10776442.0,2007,15,22403448
3022,7,1911,169,2,1,5,1,1,1,2,4.4,3.4,4.3,4.105,1,0,0,0,0,0,0,1,0,1968,39,21926048.000000034,22366966.0,2007,15,46499315
4050,5,2282,72,4,2,6,4,0,3,3,5.0,4.2,2.7,3.84,0,1,0,0,0,0,0,0,1,1982,27,12840552.999999983,12996094.0,2009,13,24506073
3990,1,731,46,1,1,2,3,0,1,2,3.9,2.8,2.7,3.09,0,1,0,1,0,0,0,0,0,1979,31,3263829.999999998,3371581.2,2010,12,6054875
2600,1,1258,93,1,1,3,3,0,3,1,4.0,4.1,4.0,4.03,0,0,1,0,1,0,0,0,0,1978,34,5454107.999999995,5677296.5,2012,10,9247717
3405,4,1622,66,2,1,4,2,1,3,3,4.8,4.5,3.6,4.31,0,0,1,0,0,1,0,0,0,1981,25,10681163.99999999,10513583.0,2006,16,22949833
4399,2,835,17,1,1,3,1,1,2,3,4.1,4.4,3.9,4.06,1,0,0,0,1,0,0,0,0,1973,35,11062431.999999985,11335719.0,2008,14,22443948
1718,4,1702,104,2,1,4,1,1,3,1,4.4,4.6,4.5,4.52,0,1,0,0,0,0,0,0,1,1980,25,10739000.999999989,10708253.0,2005,17,24543512
4089,5,2177,119,3,2,5,4,1,2,3,4.8,4.8,4.2,4.56,0,0,1,0,0,0,0,1,0,1999,12,14285051.99999998,14060761.0,2011,11,24048672
2755,4,1614,67,2,1,4,1,0,2,1,4.1,3.8,2.2,3.4,1,0,0,1,0,0,0,0,0,1986,23,11387076.999999996,11534321.0,2009,13,21749682
4960,5,2311,76,4,2,6,1,0,3,2,3.5,3.3,3.8,3.56,0,1,0,0,0,0,0,1,0,1990,20,11489742.000000015,11487906.0,2010,12,20630628
5767,1,982,177,1,1,3,2,1,3,2,4.5,4.7,2.1,3.6,0,0,1,1,0,0,0,0,0,1965,44,5314860.0,5681277.5,2009,13,10712896
3656,4,1871,22,3,2,5,2,0,2,2,4.0,3.2,2.8,3.28,0,0,1,0,1,0,0,0,0,1955,49,9107905.000000013,9256745.0,2004,18,22277460
7105,4,1897,52,3,2,5,2,1,3,1,3.6,4.5,3.3,3.92,0,0,1,0,0,0,1,0,0,1995,9,11370222.0,11151506.0,2004,18,26837428
438,7,1634,11,1,1,4,1,1,3,2,4.8,3.3,2.6,3.435,0,1,0,0,0,0,0,0,1,1982,31,13354053.000000024,13134999.0,2013,9,20376694
6183,5,2379,68,4,2,6,4,0,3,2,4.9,3.1,2.6,3.44,0,1,0,0,0,0,0,0,1,1989,21,12550933.999999983,12666306.0,2010,12,22746865
1828,1,950,116,1,1,3,1,1,2,1,4.7,2.9,4.4,4.04,0,1,0,0,0,0,1,0,0,1993,17,6812500.999999999,7096864.5,2010,12,12744949
5023,1,1313,51,1,1,3,4,1,1,2,2.4,4.3,3.1,3.25,0,0,1,1,0,0,0,0,0,2003,7,7137730.0000000065,6880314.5,2010,12,12356056
695,3,919,42,1,1,3,5,1,3,2,2.3,2.6,2.1,2.36,1,0,0,0,0,0,0,1,0,1974,38,12595831.000000007,12708970.0,2012,10,20701572
4198,6,1692,128,1,1,4,1,0,1,2,2.0,3.0,4.8,3.37,1,0,0,0,0,0,1,0,0,1990,16,18697061.99999997,18262490.0,2006,16,39864725
2982,3,1092,80,1,1,3,5,1,3,2,3.2,4.6,2.3,3.49,1,0,0,0,0,0,0,1,0,1967,40,14207169.00000002,13808514.0,2007,15,28706908
3287,1,559,68,1,1,2,3,1,3,1,2.0,3.2,2.3,2.48,0,1,0,0,0,0,0,1,0,1974,36,5700815.999999998,5574618.0,2010,12,10011213
6003,1,1265,55,1,1,3,3,0,3,1,3.8,3.0,3.3,3.36,0,1,0,0,0,0,0,1,0,2000,11,7274137.000000004,7386605.5,2011,11,12633602
951,3,1129,124,1,1,3,5,0,1,2,4.4,2.8,3.6,3.52,0,0,1,0,0,0,0,1,0,1978,32,9537452.000000011,9708834.0,2010,12,17435670
1873,5,1892,16,3,2,5,1,1,2,2,4.8,3.2,3.4,3.76,0,0,1,0,0,0,0,1,0,1986,23,12056928.99999999,12396442.0,2009,13,23375340
545,3,969,184,1,1,3,4,1,2,3,2.4,2.6,2.5,2.51,1,0,0,0,0,0,0,0,1,1975,37,14125509.000000002,14080728.0,2012,10,22936022
4245,5,2038,155,3,2,5,2,1,3,3,2.7,2.9,2.9,2.84,1,0,0,0,0,0,1,0,0,1987,22,17522461.000000004,17557506.0,2009,13,33107296
6250,5,2120,143,3,2,5,1,1,2,3,3.6,2.3,4.1,3.41,1,0,0,0,0,0,0,0,1,2000,11,19329784.99999997,19183878.0,2011,11,32810941
6856,3,1174,95,1,1,3,1,0,3,2,2.1,2.1,3.4,2.49,1,0,0,0,0,0,1,0,0,1994,13,12771847.999999978,12392116.0,2007,15,25762319
538,2,1089,82,1,1,3,2,1,3,1,2.8,5.0,3.7,3.69,0,0,1,0,0,1,0,0,0,1985,21,8997829.000000013,8827239.0,2006,16,19268755
1145,6,1863,132,2,1,5,1,1,2,2,3.5,2.6,3.4,3.235,0,0,1,0,0,0,0,0,1,1985,28,15640760.000000007,15801161.0,2013,9,24512786
6907,1,1306,80,1,1,3,1,1,2,1,3.1,4.9,2.4,3.36,0,1,0,1,0,0,0,0,0,1971,39,5295801.000000002,5412625.5,2010,12,9720297
5221,3,1098,115,1,1,3,3,0,3,1,3.0,4.0,2.0,3.1,0,0,1,0,0,0,0,1,0,1976,33,8572851.999999993,8609314.0,2009,13,16234145
1971,3,1242,176,2,1,4,1,0,3,1,4.2,4.4,3.0,3.92,1,0,0,0,0,0,0,0,1,2004,9,14480622.000000002,14538454.0,2013,9,22553913
6081,4,1554,121,2,1,4,3,0,1,3,2.2,4.5,3.4,3.6,0,1,0,0,0,1,0,0,0,1997,12,8861270.999999993,8783279.0,2009,13,16562182
7071,3,1033,86,1,1,3,1,0,3,2,3.6,4.2,4.8,4.2,1,0,0,0,0,0,1,0,0,2003,11,12113842.999999998,11976217.0,2014,8,17694327
5376,1,955,40,1,1,3,1,1,2,1,2.0,2.6,2.1,2.22,0,1,0,0,0,0,1,0,0,1994,18,6513387.000000003,6801791.0,2012,10,11079400
2943,3,1037,30,1,1,3,5,0,3,1,4.8,3.4,4.9,4.27,0,0,1,0,0,0,0,1,0,1985,23,9043337.999999985,8877666.0,2008,14,17577171
900,1,947,112,1,1,3,1,1,3,3,2.1,4.1,4.0,3.46,0,0,1,0,0,0,0,0,1,1981,29,9188390.999999994,8732265.0,2010,12,15681893
6846,6,1872,172,2,1,5,2,1,3,2,3.5,3.3,4.8,3.97,0,0,1,0,0,0,0,1,0,1995,15,15575968.000000026,15375186.0,2010,12,27611625
4558,6,1538,48,1,1,4,3,0,2,2,3.7,2.6,4.3,3.665,0,0,1,0,0,0,0,0,1,1966,42,13129756.999999981,12991955.0,2008,14,25723182
2908,2,981,23,1,1,3,4,0,3,1,3.9,3.3,2.4,3.03,1,0,0,0,0,0,1,0,0,2003,5,11983748.999999983,11040839.0,2008,14,21860106
7047,6,1598,121,1,1,4,5,1,1,2,2.5,4.6,2.3,2.945,0,1,0,0,0,0,0,0,1,1968,45,13428571.000000007,13124506.0,2013,9,20360416
761,3,845,101,1,1,3,2,0,3,2,3.0,4.9,3.9,4.03,1,0,0,0,0,0,0,1,0,1991,23,11132826.000000002,10924163.0,2014,8,16139964
2947,3,1020,95,1,1,3,1,0,3,2,3.3,5.0,3.3,3.98,1,0,0,0,0,0,0,1,0,1995,12,12455564.000000007,12417717.0,2007,15,25815541
5111,6,1887,82,2,1,5,3,1,1,1,3.7,4.4,3.1,3.635,1,0,0,0,0,0,1,0,0,2001,7,21549386.000000022,21590582.0,2008,14,42747875
1297,6,1908,164,2,1,5,5,0,2,1,2.0,3.5,4.7,3.455,0,1,0,0,0,0,1,0,0,1989,20,12634954.00000002,12269839.0,2009,13,23136611
3985,2,928,93,1,1,3,1,0,2,3,3.9,3.8,3.8,3.83,0,1,0,0,1,0,0,0,0,1999,9,7340203.999999995,7369894.0,2008,14,14591886
5433,3,1199,56,1,1,3,1,0,2,1,4.8,2.4,2.0,3.0,0,1,0,0,0,0,0,1,0,1969,40,8046289.999999995,7828910.5,2009,13,14762578
3735,1,967,152,1,1,3,3,0,1,2,3.4,2.5,4.4,3.53,0,1,0,1,0,0,0,0,0,1981,29,4097486.000000003,4138617.2,2010,12,7432361
3619,3,958,49,1,1,3,2,0,1,2,3.9,2.5,3.9,3.34,0,0,1,0,0,0,0,0,1,1999,12,9323341.999999998,9551314.0,2011,11,16335988
2344,4,1520,29,2,1,4,5,0,3,2,2.5,4.0,4.7,3.84,0,0,1,1,0,0,0,0,0,1975,29,7913596.000000005,7794693.0,2004,18,18758858
6233,1,1477,47,2,2,4,5,0,1,2,2.6,3.2,4.5,3.54,0,1,0,0,0,0,1,0,0,1998,13,8223217.999999998,8303321.0,2011,11,14201496
1683,4,1881,169,3,2,5,2,0,3,2,2.6,2.9,3.3,2.95,1,0,0,0,0,0,1,0,0,1968,41,15322029.000000006,15354994.0,2009,13,28954131
2582,4,1906,90,3,2,5,2,0,3,2,2.3,3.4,3.6,3.19,0,0,1,0,0,1,0,0,0,1973,33,9876922.999999998,9925527.0,2006,16,21666180
2174,1,753,23,1,1,2,5,1,1,2,2.8,3.2,4.5,3.6,1,0,0,0,0,0,0,1,0,1978,33,9379467.000000002,9217474.0,2011,11,15765008
285,4,1755,103,2,1,4,3,1,1,1,2.6,3.9,4.0,3.61,0,0,1,0,1,0,0,0,0,1980,26,9157147.00000001,9296308.0,2006,16,20292674
4248,4,1581,64,2,1,4,3,0,3,2,3.4,4.0,3.2,3.61,0,0,1,1,0,0,0,0,0,1975,34,7488201.000000004,7554594.5,2009,13,14245314
2831,3,1003,103,1,1,3,1,1,3,3,4.5,2.5,3.7,3.46,0,0,1,0,0,0,0,0,1,2004,7,11264614.999999981,11132613.0,2011,11,19040546
5781,1,1299,87,1,1,3,4,0,1,2,4.8,2.1,4.3,3.79,1,0,0,0,1,0,0,0,0,1962,49,8680996.999999996,8732906.0,2011,11,14936232
5997,6,1833,78,2,1,5,2,1,1,3,4.5,4.8,3.4,4.135,1,0,0,0,0,0,0,0,1,1983,29,23088740.999999993,23161592.0,2012,10,37727792
1232,3,1282,137,2,1,4,1,0,3,3,2.1,4.4,4.9,3.86,1,0,0,0,0,0,0,0,1,2001,8,15772617.000000026,15702376.0,2009,13,29609171
4836,4,1662,50,2,1,4,4,1,1,3,2.3,2.8,2.7,3.5032537884152344,1,0,0,1,0,0,0,0,0,1983,27,13884317.000000002,14183993.0,2010,12,25472413
1117,1,1013,164,1,1,3,5,0,3,1,4.1,2.6,5.0,4.01,1,0,0,0,0,0,0,0,1,1983,28,10024593.999999989,10369179.0,2011,11,17734814
2651,6,1848,66,2,1,5,2,0,3,2,4.0,2.7,4.7,3.955,0,1,0,0,0,0,0,0,1,1997,14,13834681.000000002,13750876.0,2011,11,23518664
1264,1,1125,176,1,1,3,3,0,1,1,2.6,4.4,3.4,3.46,1,0,0,0,0,0,1,0,0,1969,41,8573260.999999996,8516863.0,2010,12,15295062
3933,5,1816,170,3,2,5,1,1,3,2,4.1,2.2,3.1,3.13,0,1,0,0,0,0,0,0,1,1984,26,11410178.999999996,11864492.0,2010,12,21306923
1684,2,641,168,1,1,2,5,0,3,2,2.1,2.3,3.0,2.59,1,0,0,0,0,0,0,1,0,1993,17,10385561.000000007,10295356.0,2010,12,18488980
1851,2,746,53,1,1,2,2,1,1,1,3.0,4.2,4.4,3.94,0,0,1,0,1,0,0,0,0,2005,6,6665490.000000004,6800597.5,2011,11,11631329
2489,6,1887,172,2,1,5,3,1,3,2,4.3,2.7,2.5,3.18,1,0,0,0,0,0,0,0,1,1975,38,23015204.999999978,22893366.0,2013,9,35515124
5976,1,1343,117,2,2,4,2,0,1,1,3.7,4.8,4.6,4.39,1,0,0,1,0,0,0,0,0,1974,36,8047684.999999995,8415439.0,2010,12,15112919
5974,5,2251,156,4,2,6,5,1,2,2,2.7,4.8,2.5,3.25,0,1,0,0,0,0,0,0,1,1985,26,13797844.000000004,14188593.0,2011,11,24267309
6718,7,1881,140,2,1,5,4,1,1,2,2.1,2.4,3.6,2.85,1,0,0,0,0,0,0,1,0,1967,43,22026259.000000022,22293454.0,2010,12,40035840
3470,5,1656,55,2,1,4,4,1,3,3,4.2,4.1,3.3,3.81,0,1,0,0,0,0,0,0,1,2001,7,12211561.999999998,12292514.0,2008,14,24338336
2675,1,1253,111,1,1,3,3,1,3,3,3.5,2.2,4.6,3.55,0,0,1,1,0,0,0,0,0,2002,8,7523943.000000003,7451543.0,2010,12,13381900
5689,5,1985,58,3,2,5,4,0,3,3,2.8,2.0,3.0,2.64,0,1,0,0,0,0,1,0,0,1990,21,10348517.999999983,10720004.0,2011,11,18334844
5424,6,1852,55,2,1,5,2,0,2,1,3.9,4.6,3.1,3.755,0,1,0,0,0,0,0,1,0,1977,30,12394748.999999981,12349409.0,2007,15,25673534
4512,4,1634,155,2,1,4,3,1,2,3,4.2,3.2,3.4,3.51,1,0,0,0,0,1,0,0,0,2005,6,15616477.999999987,15742320.0,2011,11,26924709
